Column1
Zap Burguer E Açaí
Habib's
McDonald's
Burguesão
Titos Lanches
Império das Delícias
Silver Point
McDonald's
McDonald's Guanabara Bonsucesso
McDonald's
Giraffas
Ilha Burger - Hamburgueria
Rio 40 Graus Hamburgueria
Rei do Mate
Espaço Sushi
RIO Lanches
Sushi & Yakisoba Show
Sopramim Lanches
McDonald's
Japa Torii -Yakisoba
Zap Burguer E Açaí
Habib's
McDonald's
Burguesão
Titos Lanches
Império das Delícias
Silver Point
McDonald's
McDonald's Guanabara Bonsucesso
McDonald's
Giraffas
Ilha Burger - Hamburgueria
Rio 40 Graus Hamburgueria
Rei do Mate
Espaço Sushi
RIO Lanches
Sushi & Yakisoba Show
Sopramim Lanches
Pizzaria Sabor e Arte
KiDelícia Lanches
Herois da Pizza
Beach Sucos Gávea
Dojour Saladas
Rafa Lanches
Dogueria Resenha
Restaurante E Pizzaria Girau
TGI Fridays - Riogaleão Terminal 2 Desembarque
BIG HAMBURGUERIA SG
Delírio Sushi
1000 Coxinhas
Outback Steakhouse
Casa do Pão de Queijo
REI DO MATE
Pizzaria Tasty - Rio Comprido
Palheta Lanchonete Popular
Outback Steakhouse
Outback Steakhouse
Magrinho's Lanches
Pizzaria Sabor e Arte
KiDelícia Lanches
Herois da Pizza
Beach Sucos Gávea
Dojour Saladas
Rafa Lanches
Dogueria Resenha
Restaurante E Pizzaria Girau
TGI Fridays - Riogaleão Terminal 2 Desembarque
BIG HAMBURGUERIA SG
Delírio Sushi
1000 Coxinhas
Outback Steakhouse
Casa do Pão de Queijo
REI DO MATE
Pizzaria Tasty - Rio Comprido
Palheta Lanchonete Popular
Outback Steakhouse
Outback Steakhouse
Magrinho's Lanches
Ki Doguinho
Delícias de Frango
Lobo Lanches
FamintoS
Gosto Carioca
Vianno's lanches
Giraffas
FABRICA DE SALGADOS Robert Lanches
Outback Steakhouse
Mania Lanches
Carioca Petiscaria e Sorveteria
KIKÃO Lanches
Chua Lanches
Raros Burgues Barro Vermelho
Samuca Lanches
Poderoso Lanches
Mania Do Lanche
Digalo Lanches o Melhor
Fornatto Lanches
22 lanches
Ki Doguinho
Delícias de Frango
Lobo Lanches
FamintoS
Gosto Carioca
Vianno's lanches
Giraffas
FABRICA DE SALGADOS Robert Lanches
Outback Steakhouse
Mania Lanches
Carioca Petiscaria e Sorveteria
KIKÃO Lanches
Chua Lanches
Raros Burgues Barro Vermelho
Samuca Lanches
Poderoso Lanches
Mania Do Lanche
Digalo Lanches o Melhor
Fornatto Lanches
22 lanches
Rufo's Sucos & Lanches
TamoJunto Lanches
Big Bênção Festas
Jeronimo Burger
Busão Lanches
Kit Break
Top Lanches
Supremus lanches
Wave Lanches
Santiago Burguer
Trenzinho de Lanches
Girão Gourmet
Radicall Lanches
Big Phome Lancges
Bar e Choperia Altas Horas
Jeronimo Burger
Mais Sabor
Portelinha
Vitta Lanches
Alan Lanches
Rufo's Sucos & Lanches
TamoJunto Lanches
Big Bênção Festas
Jeronimo Burger
Busão Lanches
Kit Break
Top Lanches
Supremus lanches
Wave Lanches
Santiago Burguer
Trenzinho de Lanches
Girão Gourmet
Radicall Lanches
Big Phome Lancges
Bar e Choperia Altas Horas
Jeronimo Burger
Mais Sabor
Portelinha
Vitta Lanches
Alan Lanches
Rufo's Sucos & Lanches
TamoJunto Lanches
Big Bênção Festas
Jeronimo Burger
Busão Lanches
Kit Break
Top Lanches
Supremus lanches
Wave Lanches
Santiago Burguer
Trenzinho de Lanches
Girão Gourmet
Radicall Lanches
Big Phome Lancges
Bar e Choperia Altas Horas
Jeronimo Burger
Mais Sabor
Portelinha
Vitta Lanches
Alan Lanches
Opxão Barra
Confeitaria Colombo
Fog's Burger Hamburgueria Artesanal
Pagofunk BBBar
Ilha do Governador
Kiwi Superfoods - Bodytech Botafogo
Igreja Batista de Parque União
Centro de Ciências da Saúde - UFRJ
Prefeitura Universitária Universidade Federal do Rio de Janeiro
Cristiny Pizzaria
Pet Shop Bênção De Efraim
Portela
RIOgaleão - Aeroporto Internacional Tom Jobim
Plaza Premium Lounge
Fluxo Consultoria
Supermercado Pexinchete
CEOS - Centro Educacional Oliveira Silva
Fábrica de Salgados Liberdade
CBNB
Maranata Tortas
Parque das Vizinhanças de Ramos
Universidade Federal do Rio de Janeiro
REI DO MATE
COPPE/UFRJ - Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia
Aeroporto do Rio de Janeiro RJ Santos Dumont
Praça do Avião
Mercearia e Cereais Pexinchete de Ramos
Burger King
Doceria Coutinho RJ
Burger King
Burger King
Play City Diversões
Rei do Mate
Marcão Lanches & Pizzaria
Parque das Vizinhanças de Ramos
Universidade Federal do Rio de Janeiro
REI DO MATE
COPPE/UFRJ - Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia
Aeroporto do Rio de Janeiro RJ Santos Dumont
Praça do Avião
Mercearia e Cereais Pexinchete de Ramos
Burger King
Doceria Coutinho RJ
Burger King
Burger King
Play City Diversões
Rei do Mate
Marcão Lanches & Pizzaria
